Teff log(g) a1 a2 a3 a4 I1 beaming
9000.0 6.25 -0.2932 3.1373 -3.2536 1.0897 8.13685e-05 -0.6699
9500.0 6.25 -0.0658 2.7131 -3.0189 1.0593 9.99087e-05 -0.4977
10000.0 6.25 0.1577 2.0847 -2.4008 0.8543 0.000118959 -0.3446
10500.0 6.25 0.3752 1.2635 -1.4471 0.513 0.000136156 -0.2076
11000.0 6.25 0.568 0.528 -0.5558 0.1742 0.000152654 -0.0845
11500.0 6.25 0.6468 0.2934 -0.3106 0.0838 0.000168775 0.0267
12000.0 6.25 0.6951 0.1731 -0.214 0.0545 0.000184705 0.1274
12500.0 6.25 0.7276 0.0834 -0.1398 0.0312 0.000200627 0.219
13000.0 6.25 0.7455 0.0253 -0.0928 0.0165 0.000216444 0.3027
13500.0 6.25 0.7551 -0.0149 -0.0613 0.0068 0.000232217 0.3794
14000.0 6.25 0.7595 -0.043 -0.0414 0.0014 0.000248026 0.4499
14500.0 6.25 0.761 -0.0657 -0.0246 -0.0032 0.000263957 0.5149
15000.0 6.25 0.7612 -0.0858 -0.0093 -0.0074 0.000280066 0.5749
15500.0 6.25 0.7603 -0.1037 0.005 -0.0116 0.000296391 0.6305
16000.0 6.25 0.7598 -0.1224 0.0207 -0.0162 0.000312966 0.6822
16500.0 6.25 0.7594 -0.1417 0.0381 -0.0218 0.000329811 0.7304
17000.0 6.25 0.759 -0.1601 0.0545 -0.0269 0.000346946 0.7753
20000.0 6.25 0.7743 -0.311 0.2055 -0.0793 0.000456557 0.9917
25000.0 6.25 0.9041 -0.7658 0.6671 -0.2444 0.000673468 1.2244
30000.0 6.25 0.9956 -1.0638 0.9234 -0.3247 0.000967757 1.3715
35000.0 6.25 0.8274 -0.8299 0.6746 -0.2289 0.00129741 1.4724
40000.0 6.25 0.7219 -0.7273 0.6052 -0.2101 0.00155946 1.5457
45000.0 6.25 0.6887 -0.7561 0.6655 -0.2378 0.00177793 1.6014
50000.0 6.25 0.6931 -0.8512 0.7875 -0.287 0.0019815 1.6449
55000.0 6.25 0.7137 -0.9614 0.9156 -0.3364 0.00216739 1.68
60000.0 6.25 0.7452 -1.084 1.0522 -0.388 0.00234407 1.7088
3750.0 6.5 0.4948 1.2575 -1.7445 0.7037 8.00923e-07 -5.5604
4000.0 6.5 1.0111 -0.0564 -0.4083 0.2171 1.08252e-06 -5.0264
4250.0 6.5 1.3745 -1.0178 0.5998 -0.1583 1.50928e-06 -4.5558
4500.0 6.5 1.5508 -1.4951 1.1124 -0.3517 2.1354e-06 -4.138
4750.0 6.5 1.6209 -1.6259 1.2394 -0.3962 3.01705e-06 -3.7647
5000.0 6.5 1.3692 -0.9404 0.5526 -0.1453 4.27515e-06 -3.4295
5250.0 6.5 1.1785 -0.4411 0.0777 0.0237 5.9401e-06 -3.1269
5500.0 6.5 0.8567 0.3667 -0.6804 0.2881 7.96314e-06 -2.8526
5750.0 6.5 0.4658 1.3312 -1.5846 0.5967 1.03517e-05 -2.6029
6000.0 6.5 0.1226 2.1505 -2.3356 0.8442 1.30792e-05 -2.3747
6250.0 6.5 -0.1001 2.6274 -2.7265 0.9575 1.61578e-05 -2.1656
6500.0 6.5 -0.2098 2.799 -2.8043 0.9574 1.95994e-05 -1.9734
7000.0 6.5 -0.2786 2.7841 -2.6297 0.8459 2.77027e-05 -1.6323
7500.0 6.5 -0.2843 2.6817 -2.4235 0.7338 3.76102e-05 -1.3395
8000.0 6.5 -0.3062 2.7492 -2.494 0.7449 4.94869e-05 -1.0858
8500.0 6.5 -0.3317 2.9771 -2.8655 0.9014 6.34852e-05 -0.8645
9000.0 6.5 -0.2848 3.1188 -3.2567 1.099 7.96238e-05 -0.6699
9500.0 6.5 -0.079 2.7685 -3.1075 1.1 9.76664e-05 -0.4977
10000.0 6.5 0.1492 2.1768 -2.5669 0.9289 0.000116436 -0.3446
10500.0 6.5 0.3313 1.5283 -1.825 0.6588 0.000134358 -0.2076
11000.0 6.5 0.5193 0.7673 -0.9074 0.3215 0.00015009 -0.0845
11500.0 6.5 0.6427 0.3041 -0.3438 0.1015 0.000166154 0.0267
12000.0 6.5 0.6972 0.1511 -0.1967 0.0498 0.000182099 0.1274
12500.0 6.5 0.7321 0.0575 -0.1197 0.026 0.000198039 0.219
13000.0 6.5 0.7515 -0.0035 -0.0693 0.01 0.000214022 0.3027
13500.0 6.5 0.766 -0.0547 -0.0257 -0.0043 0.000229948 0.3794
14000.0 6.5 0.7715 -0.0853 -0.002 -0.0115 0.000245891 0.4499
14500.0 6.5 0.7733 -0.1071 0.0134 -0.0156 0.000261921 0.5149
15000.0 6.5 0.7738 -0.1274 0.029 -0.0201 0.000278099 0.5749
15500.0 6.5 0.7728 -0.1444 0.0424 -0.0239 0.000294474 0.6305
16000.0 6.5 0.772 -0.162 0.0572 -0.0284 0.000311083 0.6822
16500.0 6.5 0.7713 -0.1797 0.0726 -0.0331 0.000327956 0.7304
17000.0 6.5 0.7705 -0.1972 0.0884 -0.0381 0.000345112 0.7753
20000.0 6.5 0.7848 -0.344 0.2348 -0.0887 0.000454768 0.9917
25000.0 6.5 0.9119 -0.7919 0.6897 -0.2515 0.000671601 1.2244
30000.0 6.5 0.9916 -1.0657 0.9234 -0.3241 0.000965188 1.3715
35000.0 6.5 0.8017 -0.782 0.6267 -0.2112 0.00129193 1.4724
40000.0 6.5 0.6756 -0.6314 0.5089 -0.1747 0.00155122 1.5457
45000.0 6.5 0.6264 -0.6246 0.5345 -0.19 0.00176697 1.6014
50000.0 6.5 0.6143 -0.6826 0.6194 -0.2256 0.00196641 1.6449
55000.0 6.5 0.6225 -0.7668 0.7232 -0.2666 0.00214798 1.68
60000.0 6.5 0.6421 -0.8652 0.8367 -0.3102 0.00232059 1.7088
65000.0 6.5 0.5121 -0.326 0.2417 -0.0872 0.00289105 1.7329
70000.0 6.5 0.5145 -0.3815 0.3141 -0.1164 0.00307263 1.7533
75000.0 6.5 0.525 -0.4492 0.3957 -0.1482 0.00325294 1.7708
80000.0 6.5 0.5418 -0.5264 0.4849 -0.1824 0.00343275 1.786
85000.0 6.5 0.5634 -0.609 0.5771 -0.2173 0.00361264 1.7994
90000.0 6.5 0.5886 -0.6953 0.6709 -0.2523 0.00379306 1.8111
100000.0 6.5 0.6426 -0.8672 0.8548 -0.3205 0.00415697 1.831
3750.0 6.75 0.584 1.0469 -1.5345 0.6288 8.38092e-07 -5.5604
4000.0 6.75 1.073 -0.2061 -0.2522 0.1593 1.11836e-06 -5.0264
4250.0 6.75 1.4226 -1.1346 0.7228 -0.2044 1.53929e-06 -4.5558
4500.0 6.75 1.5959 -1.6081 1.2298 -0.3955 2.15707e-06 -4.138
4750.0 6.75 1.7087 -1.8742 1.5084 -0.4989 3.02705e-06 -3.7647
5000.0 6.75 1.4159 -1.0645 0.6723 -0.1883 4.2484e-06 -3.4295
5250.0 6.75 1.2749 -0.6844 0.3057 -0.0566 5.89787e-06 -3.1269
5500.0 6.75 1.0003 0.0131 -0.3553 0.1765 7.91839e-06 -2.8526
5750.0 6.75 0.6365 0.9143 -1.2013 0.4678 1.03093e-05 -2.6029
6000.0 6.75 0.2726 1.7969 -2.0219 0.7434 1.30492e-05 -2.3747
6250.0 6.75 0.0055 2.3999 -2.5467 0.9068 1.6128e-05 -2.1656
6500.0 6.75 -0.1509 2.7079 -2.7743 0.9633 1.9559e-05 -1.9734
7000.0 6.75 -0.2508 2.7891 -2.7113 0.8958 2.75755e-05 -1.6323
7500.0 6.75 -0.2641 2.722 -2.5596 0.8093 3.72875e-05 -1.3395
8000.0 6.75 -0.2744 2.7514 -2.5894 0.8066 4.88753e-05 -1.0858
8500.0 6.75 -0.2941 2.9317 -2.8861 0.93 6.24455e-05 -0.8645
9000.0 6.75 -0.2547 3.0531 -3.2208 1.0973 7.80539e-05 -0.6699
9500.0 6.75 -0.0757 2.777 -3.1462 1.1234 9.55609e-05 -0.4977
