Teff log(g) a1 a2 a3 a4 I1 beaming
6500.0 6.25 -0.3305 3.2658 -3.2197 1.0909 1.30522e-05 -3.0596
7000.0 6.25 -0.3532 3.15 -2.9792 0.9618 1.86855e-05 -2.634
7500.0 6.25 -0.2573 2.6454 -2.3092 0.6763 2.49405e-05 -2.2672
8000.0 6.25 -0.0709 1.8572 -1.3521 0.2982 3.15981e-05 -1.9482
8500.0 6.25 0.1311 1.0752 -0.4795 -0.0193 3.85923e-05 -1.6687
9000.0 6.25 0.3387 0.3676 0.2282 -0.2508 4.61099e-05 -1.4222
9500.0 6.25 0.5841 -0.3567 0.8847 -0.4464 5.42193e-05 -1.2034
10000.0 6.25 0.7462 -0.7955 1.2245 -0.5257 6.24843e-05 -1.0082
10500.0 6.25 0.8188 -0.9266 1.2218 -0.4836 6.93572e-05 -0.8331
11000.0 6.25 0.8262 -0.9096 1.1321 -0.4342 7.68927e-05 -0.6755
11500.0 6.25 0.8134 -0.8841 1.0963 -0.4206 8.6844e-05 -0.5328
12000.0 6.25 0.7978 -0.8534 1.0645 -0.4116 9.82264e-05 -0.4033
12500.0 6.25 0.7831 -0.8196 1.028 -0.4008 0.000110649 -0.2852
13000.0 6.25 0.7695 -0.7853 0.9867 -0.3868 0.000123999 -0.1773
13500.0 6.25 0.758 -0.7552 0.9489 -0.3736 0.000138174 -0.0783
14000.0 6.25 0.7489 -0.7315 0.9172 -0.3622 0.000153116 0.0128
14500.0 6.25 0.7423 -0.7162 0.8958 -0.355 0.000168768 0.0969
15000.0 6.25 0.7368 -0.7035 0.8767 -0.348 0.000185116 0.1746
15500.0 6.25 0.7285 -0.6846 0.8518 -0.339 0.000202149 0.2467
16000.0 6.25 0.7265 -0.6815 0.8438 -0.3363 0.00021985 0.3137
16500.0 6.25 0.7235 -0.676 0.8337 -0.3328 0.000238226 0.376
17000.0 6.25 0.7211 -0.6707 0.8226 -0.3285 0.000257295 0.4343
20000.0 6.25 0.7666 -0.7796 0.9018 -0.3556 0.000386195 0.7149
25000.0 6.25 0.9624 -1.184 1.2329 -0.4642 0.000664482 1.0163
30000.0 6.25 0.9011 -0.9468 0.8839 -0.3178 0.00107862 1.2061
35000.0 6.25 0.6741 -0.5538 0.4731 -0.1683 0.0015776 1.3358
40000.0 6.25 0.5951 -0.5131 0.4616 -0.1706 0.00197528 1.4297
45000.0 6.25 0.5896 -0.5997 0.5729 -0.2157 0.00230621 1.5007
50000.0 6.25 0.6133 -0.7295 0.7212 -0.2728 0.00261464 1.5561
55000.0 6.25 0.6488 -0.8649 0.8683 -0.328 0.00289624 1.6006
60000.0 6.25 0.6902 -1.0005 1.0114 -0.3808 0.00316395 1.6371
3750.0 6.5 -0.6334 3.761 -3.918 1.408 2.63067e-07 -7.4788
4000.0 6.5 -0.0727 2.6187 -2.9706 1.1173 3.84392e-07 -6.8241
4250.0 6.5 0.5285 1.1983 -1.5897 0.6296 5.81562e-07 -6.2466
4500.0 6.5 0.9247 0.2086 -0.5749 0.2575 8.94078e-07 -5.7335
4750.0 6.5 1.1692 -0.3775 0.0375 0.0303 1.37076e-06 -5.2746
5000.0 6.5 0.7425 0.6593 -0.9006 0.3537 1.78957e-06 -4.8619
5250.0 6.5 0.6799 0.8053 -0.9948 0.3794 2.91762e-06 -4.4888
5500.0 6.5 0.5191 1.1847 -1.3085 0.4801 4.38704e-06 -4.15
5750.0 6.5 0.2776 1.7928 -1.8701 0.6665 6.1717e-06 -3.8411
6000.0 6.5 0.0323 2.4325 -2.4923 0.8771 8.23078e-06 -3.5584
6250.0 6.5 -0.1494 2.8874 -2.9256 1.0182 1.05481e-05 -3.2988
6500.0 6.5 -0.25 3.1049 -3.1075 1.0666 1.30994e-05 -3.0596
7000.0 6.5 -0.3108 3.1301 -3.044 1.0098 1.88369e-05 -2.634
7500.0 6.5 -0.26 2.7865 -2.5669 0.799 2.52557e-05 -2.2672
8000.0 6.5 -0.137 2.1832 -1.7969 0.4832 3.21674e-05 -1.9482
8500.0 6.5 0.0381 1.4395 -0.9156 0.1454 3.94722e-05 -1.6687
9000.0 6.5 0.2301 0.713 -0.1235 -0.1361 4.72839e-05 -1.4222
9500.0 6.5 0.4784 -0.0786 0.6557 -0.3895 5.56929e-05 -1.2034
10000.0 6.5 0.682 -0.6691 1.1778 -0.5391 6.44585e-05 -1.0082
10500.0 6.5 0.7828 -0.9148 1.3141 -0.5463 7.24676e-05 -0.8331
11000.0 6.5 0.8145 -0.9319 1.2102 -0.4751 7.92463e-05 -0.6755
11500.0 6.5 0.8029 -0.8825 1.1142 -0.4299 8.80913e-05 -0.5328
12000.0 6.5 0.7854 -0.8427 1.0663 -0.4126 9.90763e-05 -0.4033
12500.0 6.5 0.7699 -0.8086 1.0293 -0.4014 0.000111268 -0.2852
13000.0 6.5 0.7382 -0.7322 0.947 -0.373 0.00012444 -0.1773
13500.0 6.5 0.7448 -0.7435 0.9503 -0.3749 0.000138468 -0.0783
14000.0 6.5 0.7336 -0.7145 0.9135 -0.362 0.000153319 0.0128
14500.0 6.5 0.7264 -0.6952 0.8865 -0.3522 0.000168935 0.0969
15000.0 6.5 0.7221 -0.6841 0.8686 -0.3458 0.000185284 0.1746
15500.0 6.5 0.715 -0.6676 0.8461 -0.3378 0.000202341 0.2467
16000.0 6.5 0.7124 -0.6622 0.8353 -0.3341 0.0002201 0.3137
16500.0 6.5 0.7103 -0.6577 0.8259 -0.3309 0.000238555 0.376
17000.0 6.5 0.7071 -0.6496 0.8119 -0.3256 0.000257701 0.4343
20000.0 6.5 0.7586 -0.7683 0.9004 -0.3565 0.000387299 0.7149
25000.0 6.5 0.9544 -1.1644 1.2199 -0.461 0.000667008 1.0163
30000.0 6.5 0.8806 -0.8972 0.8377 -0.3023 0.00108175 1.2061
35000.0 6.5 0.6385 -0.4682 0.3881 -0.1379 0.0015764 1.3358
40000.0 6.5 0.5432 -0.3907 0.3388 -0.1263 0.00196983 1.4297
45000.0 6.5 0.5225 -0.4445 0.4171 -0.1592 0.00229667 1.5007
50000.0 6.5 0.5314 -0.5421 0.5333 -0.2046 0.0025988 1.5561
55000.0 6.5 0.5543 -0.6516 0.6555 -0.2509 0.00287382 1.6006
60000.0 6.5 0.5843 -0.7649 0.7778 -0.2964 0.00313535 1.6371
65000.0 6.5 0.4225 -0.1287 0.0883 -0.0409 0.00398957 1.6675
70000.0 6.5 0.4386 -0.2107 0.183 -0.0773 0.00426832 1.6932
75000.0 6.5 0.4605 -0.2996 0.2818 -0.1147 0.00454488 1.7153
80000.0 6.5 0.4875 -0.3951 0.3857 -0.1536 0.00482044 1.7344
