Teff log(g) a1 a2 a3 a4 I1 beaming
8000.0 6.5 0.0091 1.1496 -0.8831 0.1958 4.46172e-05 0.4635
8500.0 6.5 0.0318 1.1026 -0.8555 0.1855 5.21853e-05 0.5729
9000.0 6.5 0.0653 1.0839 -0.9078 0.2186 6.02066e-05 0.6685
9500.0 6.5 0.1831 0.8153 -0.6992 0.1613 6.82988e-05 0.7528
10000.0 6.5 0.3239 0.4061 -0.2955 0.0256 7.56367e-05 0.8274
10500.0 6.5 0.445 0.0223 0.0923 -0.1018 8.14101e-05 0.894
11000.0 6.5 0.5379 -0.2525 0.328 -0.1618 8.55198e-05 0.9538
11500.0 6.5 0.5651 -0.3223 0.3573 -0.1547 9.03155e-05 1.0076
12000.0 6.5 0.5703 -0.3362 0.354 -0.1487 9.56973e-05 1.0564
12500.0 6.5 0.5715 -0.345 0.351 -0.1449 0.000101162 1.1008
13000.0 6.5 0.5671 -0.3467 0.3446 -0.1404 0.00010668 1.1413
13500.0 6.5 0.5746 -0.381 0.3762 -0.1509 0.000112231 1.1784
14000.0 6.5 0.5728 -0.3941 0.387 -0.1538 0.000117861 1.2126
14500.0 6.5 0.5729 -0.4136 0.4075 -0.1613 0.000123557 1.244
15000.0 6.5 0.5723 -0.4295 0.4237 -0.1669 0.000129318 1.2732
15500.0 6.5 0.5707 -0.4423 0.4369 -0.1715 0.000135142 1.3002
16000.0 6.5 0.571 -0.4582 0.4529 -0.1771 0.000141029 1.3253
16500.0 6.5 0.5723 -0.4754 0.4707 -0.1836 0.00014698 1.3487
17000.0 6.5 0.5742 -0.4932 0.4887 -0.19 0.000152997 1.3706
20000.0 6.5 0.624 -0.6688 0.6613 -0.2509 0.000190601 1.4767
25000.0 6.5 0.7912 -1.0795 1.0426 -0.3812 0.000261237 1.592
30000.0 6.5 0.6999 -0.8304 0.7288 -0.2529 0.000356109 1.666
35000.0 6.5 0.4652 -0.4429 0.3724 -0.1303 0.000468454 1.7174
40000.0 6.5 0.4028 -0.4383 0.4101 -0.1518 0.000556775 1.7552
45000.0 6.5 0.4072 -0.5385 0.5356 -0.2015 0.000629376 1.7841
50000.0 6.5 0.4332 -0.6612 0.6735 -0.2536 0.000696122 1.8069
55000.0 6.5 0.4651 -0.7771 0.7975 -0.2994 0.000756659 1.8254
60000.0 6.5 0.4986 -0.8844 0.9087 -0.3398 0.000814104 1.8406
65000.0 6.5 0.0641 0.2355 -0.2156 0.0666 0.000961606 1.8534
70000.0 6.5 0.0729 0.1766 -0.1476 0.0407 0.00102063 1.8643
75000.0 6.5 0.0873 0.1117 -0.0761 0.0141 0.00107922 1.8737
80000.0 6.5 0.1068 0.0399 0.001 -0.0144 0.00113758 1.8819
85000.0 6.5 0.1293 -0.0337 0.078 -0.0425 0.00119585 1.8891
90000.0 6.5 0.1546 -0.1097 0.1564 -0.0711 0.00125418 1.8954
100000.0 6.5 0.205 -0.2559 0.3059 -0.1253 0.00137186 1.9062
3750.0 6.75 2.1641 -3.3269 2.9222 -1.0002 4.09651e-06 -1.8937
4000.0 6.75 1.8757 -2.8068 2.4536 -0.8398 4.9119e-06 -1.6006
4250.0 6.75 1.7634 -2.6059 2.2709 -0.7767 5.94642e-06 -1.3442
4500.0 6.75 1.7267 -2.5443 2.218 -0.759 7.25849e-06 -1.1183
4750.0 6.75 1.7367 -2.5242 2.1793 -0.7403 8.85659e-06 -0.9181
5000.0 6.75 1.4412 -1.6994 1.2848 -0.3992 1.10841e-05 -0.7397
5250.0 6.75 1.2456 -1.1513 0.7143 -0.1876 1.31413e-05 -0.5799
5500.0 6.75 0.9155 -0.2811 -0.1591 0.1278 1.53446e-05 -0.436
