Teff	log(g)	T_BB_g	T_BB_r	T_BB_i
60000.0	7.50	46093.60957	44592.71293	43651.14097
60000.0	7.75	45919.78701	44522.98333	43589.22561
60000.0	8.00	45757.97919	44409.90952	43491.43640
60000.0	8.25	45608.91573	44274.08412	43388.82658
60000.0	8.50	45472.31366	44069.69956	43260.16191
60000.0	8.75	45343.59169	44111.47347	43251.02730
60000.0	9.00	45220.49037	44042.27843	43213.63430
60000.0	9.25	45104.46714	43950.89466	43170.14046
60000.0	9.50	44998.52755	43948.19386	43191.31165
70000.0	6.50	52347.18395	50641.87839	49663.02820
70000.0	6.75	52002.88785	50359.32660	49360.21700
70000.0	7.00	51682.83144	50071.07306	49086.02038
70000.0	7.25	51276.70438	49724.75371	48735.92365
70000.0	7.50	50897.90521	49382.04883	48405.87219
70000.0	7.75	50896.17282	49467.00708	48509.62561
70000.0	8.00	50680.80110	49194.08434	48292.04762
70000.0	8.25	50481.72625	49038.89590	48158.62305
70000.0	8.50	50303.43828	48932.59441	48046.58317
70000.0	8.75	50140.43041	48812.17074	47966.27496
70000.0	9.00	49989.19691	48705.38098	47888.37754
70000.0	9.25	49850.89285	48674.10580	47867.92992
70000.0	9.50	49725.24449	48515.92853	47753.92551
80000.0	6.50	57185.85273	55513.15989	54437.00917
80000.0	6.75	56709.20533	55068.79987	54000.50096
80000.0	7.00	56272.29760	54581.69385	53542.79183
80000.0	7.25	55749.04428	54088.14096	53063.51596
80000.0	7.50	55264.84928	53678.86163	52660.79860
80000.0	7.75	55221.41361	53681.02387	52676.20443
80000.0	8.00	54936.14928	53402.19899	52434.55693
80000.0	8.25	54679.75765	53268.28164	52316.89953
80000.0	8.50	54447.55107	52966.80939	52076.45174
80000.0	8.75	54239.65406	52832.24141	51936.78268
80000.0	9.00	54049.36345	52718.73387	51865.70831
80000.0	9.25	53879.47656	52547.66364	51734.26045
80000.0	9.50	53727.36035	52433.12954	51687.33554
