Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
3750.0	5.00	3958.63626	3986.31159	3895.77975	3880.79820	3836.08409
4000.0	5.00	4174.87621	4184.56600	4088.27652	4072.38130	4030.89541
4250.0	5.00	4412.05105	4408.37053	4307.02245	4289.21497	4250.73992
4500.0	5.00	4672.29690	4655.99071	4548.95782	4528.38550	4493.38732
4750.0	5.00	4959.29169	4922.48099	4805.19296	4779.50521	4747.99831
5000.0	5.00	5251.24066	5218.22295	5087.76885	5055.31979	5027.19389
5250.0	5.00	5564.87745	5494.04639	5347.10348	5306.86943	5281.77998
5500.0	5.00	5856.49331	5764.17796	5603.20664	5555.77861	5533.87659
5750.0	5.00	6133.25900	6031.44908	5857.24107	5802.37353	5783.79098
6000.0	5.00	6396.90087	6297.93524	6110.49377	6047.89943	6032.52522
6250.0	5.00	6646.66011	6565.65579	6364.33407	6293.53880	6280.89308
6500.0	5.00	6880.05999	6835.40205	6620.13601	6540.35153	6529.73201
7000.0	5.00	7296.66089	7388.33426	7146.52659	7045.39773	7035.05188
7500.0	5.00	7660.84189	7969.10390	7701.90571	7571.73130	7554.33522
8000.0	5.00	7998.27688	8580.60562	8284.92126	8113.70358	8081.09544
8500.0	5.00	8332.04003	9216.40690	8878.71892	8649.46703	8593.93719
9000.0	5.00	8660.20034	9868.96798	9440.57846	9125.91733	9041.64274
9500.0	5.00	8936.61718	10454.01004	9846.84493	9432.96493	9325.98971
10000.0	5.00	9256.62404	10918.55222	10231.67001	9757.73197	9642.55672
10500.0	5.00	9601.25287	11316.94619	10594.98105	10090.12801	9978.03704
11000.0	5.00	9966.98370	11692.70861	10943.65575	10415.87925	10314.29419
11500.0	5.00	10346.74515	12053.19910	11285.59784	10740.58224	10653.64761
12000.0	5.00	10701.45483	12396.58830	11612.94337	11050.62000	10973.63586
12500.0	5.00	11061.89903	12734.77769	11940.04116	11364.06823	11297.03206
13000.0	5.00	11417.43488	13067.27369	12263.23381	11674.87005	11615.43844
13500.0	5.00	11770.71771	13397.58740	12585.43809	11985.31067	11932.47039
14000.0	5.00	12120.82871	13725.73633	12905.93403	12294.24151	12247.00162
14500.0	5.00	12471.81946	14053.28579	13226.24211	12603.32759	12561.42645
15000.0	5.00	12819.82378	14379.84238	13545.30505	12910.85690	12874.15039
15500.0	5.00	13169.70224	14706.88557	13865.20836	13219.44082	13187.74848
16000.0	5.00	13521.63332	15034.81518	14186.15398	13529.15955	13502.65040
16500.0	5.00	13872.54891	15363.10211	14507.07072	13838.42425	13817.40002
17000.0	5.00	14226.59837	15693.47863	14830.21173	14149.96395	14134.66802
20000.0	5.00	16406.30675	17723.07510	16814.13281	16060.68726	16084.14208
25000.0	5.00	20440.84223	21469.95776	20468.09980	19566.63254	19668.99965
30000.0	5.00	25862.31840	26397.39651	25360.08293	24294.57878	24538.13413
35000.0	5.00	31855.52689	31775.98583	30901.58971	29782.39312	30311.10873
40000.0	5.00	36401.48629	35938.23189	35156.50822	33980.28873	34738.00978
45000.0	5.00	40204.22440	39450.99667	38725.99628	37490.48885	38439.19242
50000.0	5.00	43730.44597	42721.77371	42039.32287	40742.10789	41866.24098
55000.0	5.00	47043.18638	45798.72142	45145.29189	43781.82109	45064.52828
60000.0	5.00	50305.53627	48828.20186	48191.07468	46752.17466	48182.26092
3750.0	5.25	3982.61009	4003.28804	3910.26215	3893.89149	3848.46856
4000.0	5.25	4190.47610	4195.01072	4097.08509	4080.47768	4038.68459
4250.0	5.25	4421.75825	4413.80206	4311.31872	4293.11903	4254.47222
4500.0	5.25	4675.73100	4656.50188	4549.04184	4528.43742	4493.32452
4750.0	5.25	4952.96216	4917.72146	4802.41184	4777.80409	4746.47596
5000.0	5.25	5231.88107	5212.41086	5086.62442	5056.23316	5028.64733
5250.0	5.25	5552.43457	5488.35324	5345.35195	5307.39541	5282.93312
5500.0	5.25	5848.37087	5758.53673	5601.25393	5556.22344	5535.04012
5750.0	5.25	6126.73637	6024.34432	5854.48303	5802.60903	5784.89439
6000.0	5.25	6391.82835	6288.65526	6106.73996	6047.84635	6033.59842
6250.0	5.25	6644.16810	6553.59671	6359.45528	6293.01181	6281.86424
6500.0	5.25	6882.12593	6820.33235	6613.53492	6538.97575	6530.27467
7000.0	5.25	7311.72789	7365.08573	7133.93123	7040.25794	7032.93773
7500.0	5.25	7687.85440	7934.64836	7680.35636	7560.96465	7547.60956
8000.0	5.25	8032.71882	8534.34238	8255.16343	8099.22420	8070.37911
8500.0	5.25	8367.24681	9158.79075	8846.06211	8639.28083	8586.57071
9000.0	5.25	8698.19973	9792.74304	9417.51582	9138.31156	9053.89571
9500.0	5.25	8981.93799	10388.17993	9871.49270	9497.84199	9381.64501
10000.0	5.25	9254.79441	10885.02171	10238.33918	9784.42044	9651.72973
10500.0	5.25	9592.42166	11300.79885	10609.77509	10118.08359	9983.29104
11000.0	5.25	9946.27872	11681.71623	10959.84609	10442.87322	10314.25902
11500.0	5.25	10308.32942	12043.73419	11297.84673	10760.19565	10641.41545
12000.0	5.25	10671.05483	12392.46033	11628.69408	11073.68692	10965.63190
12500.0	5.25	11030.74510	12732.23543	11955.11353	11385.20231	11287.07029
13000.0	5.25	11386.23449	13065.37863	12277.55720	11694.34046	11604.51886
13500.0	5.25	11738.98756	13395.75538	12598.86681	12003.31971	11920.83650
14000.0	5.25	12089.57414	13723.84461	12918.79096	12311.37613	12235.30866
14500.0	5.25	12438.97341	14050.63794	13237.87961	12618.83298	12548.89087
15000.0	5.25	12787.99756	14376.80443	13556.63443	12926.22624	12862.08862
15500.0	5.25	13137.00692	14702.79301	13875.27483	13233.38587	13174.91177
16000.0	5.25	13487.17400	15029.76326	14195.05766	13541.75680	13489.23763
16500.0	5.25	13838.60591	15357.42048	14515.58518	13850.78880	13804.25082
17000.0	5.25	14191.27748	15686.12395	14837.03679	14160.69206	14120.36487
20000.0	5.25	16363.40564	17706.75481	16813.13567	16064.32731	16065.79986
25000.0	5.25	20367.21081	21420.80429	20439.08796	19545.61132	19630.56516
30000.0	5.25	25678.10367	26247.09255	25229.54338	24176.34273	24404.24680
35000.0	5.25	31586.93817	31547.12169	30682.20322	29572.51515	30083.66575
40000.0	5.25	36074.57626	35653.76684	34880.17101	33715.75139	34457.18257
45000.0	5.25	39788.76999	39082.69401	38367.96893	37149.80731	38083.11590
50000.0	5.25	43199.64698	42246.64549	41580.65758	40309.52894	41420.22980
55000.0	5.25	46360.59493	45184.80657	44557.89898	43233.47160	44505.78649
60000.0	5.25	49427.25867	48038.34324	47443.13772	46061.63941	47486.91500
3750.0	5.50	4007.47664	4021.86551	3926.49403	3908.61648	3862.33918
4000.0	5.50	4206.14643	4206.36279	4107.00549	4089.69175	4047.57573
4250.0	5.50	4431.40541	4420.04396	4316.62605	4298.07268	4259.26532
4500.0	5.50	4679.95244	4657.95326	4549.97273	4529.25725	4494.01371
4750.0	5.50	4949.25445	4914.57548	4800.49875	4776.58723	4745.34065
5000.0	5.50	5209.51525	5207.17803	5086.41260	5058.08296	5031.03014
5250.0	5.50	5537.79790	5483.05469	5344.36470	5308.69897	5284.92951
5500.0	5.50	5839.46492	5753.62633	5600.06369	5557.40599	5536.93021
5750.0	5.50	6120.91981	6018.84640	5852.89163	5803.62618	5786.71873
6000.0	5.50	6387.85337	6281.40440	6104.06174	6048.54524	6035.30903
6250.0	5.50	6642.27224	6543.85817	6355.58381	6293.19584	6283.44691
6500.0	5.50	6883.59335	6807.55985	6608.23011	6538.50647	6531.66854
7000.0	5.50	7324.42895	7344.56775	7123.28753	7036.38214	7032.11298
7500.0	5.50	7713.33791	7903.48224	7661.27101	7551.67868	7542.81836
8000.0	5.50	8067.16292	8490.91790	8227.12754	8085.41499	8062.26439
8500.0	5.50	8405.70598	9103.86419	8813.00599	8626.61497	8579.86807
9000.0	5.50	8737.72840	9730.16897	9393.14370	9144.25597	9065.79017
9500.0	5.50	9048.90496	10339.65162	9901.77037	9564.79597	9447.38014
10000.0	5.50	9298.18482	10853.23954	10263.67615	9839.60468	9699.64425
10500.0	5.50	9597.28577	11281.38822	10625.80814	10149.65826	9999.15296
11000.0	5.50	9938.14592	11668.24815	10978.19320	10473.69056	10324.74561
11500.0	5.50	10291.30968	12034.89896	11317.40333	10790.52689	10648.56078
12000.0	5.50	10648.94125	12386.88552	11647.66074	11101.48138	10968.13507
12500.0	5.50	11006.52156	12728.96255	11973.64851	11411.11056	11286.96814
13000.0	5.50	11361.93705	13064.76329	12296.94672	11720.04413	11604.80910
13500.0	5.50	11714.07707	13394.59821	12616.34879	12026.35109	11918.35934
14000.0	5.50	12064.88892	13723.01692	12935.82784	12333.48425	12232.71718
14500.0	5.50	12414.41261	14049.82493	13254.49584	12640.24511	12546.11940
15000.0	5.50	12763.29676	14375.63938	13572.57191	12946.67626	12858.94160
15500.0	5.50	13112.50705	14701.71352	13891.21531	13253.76548	13172.37013
16000.0	5.50	13462.88713	15028.12336	14210.35951	13561.45620	13486.58063
16500.0	5.50	13813.20459	15354.79775	14529.82788	13869.30549	13800.89862
17000.0	5.50	14165.96341	15683.34114	14851.25444	14179.22526	14117.60651
20000.0	5.50	16333.10122	17697.37948	16821.46602	16077.20244	16060.10242
25000.0	5.50	20319.97472	21390.37315	20430.31236	19543.77179	19614.05586
30000.0	5.50	25557.72280	26146.46978	25151.81087	24109.19048	24325.33476
35000.0	5.50	31388.59552	31374.44798	30523.13418	29421.63491	29918.51774
40000.0	5.50	35825.32285	35431.91249	34670.52390	33515.70652	34243.04580
45000.0	5.50	39470.68232	38796.41590	38094.42820	36889.32606	37808.93201
50000.0	5.50	42798.00994	41881.89786	41230.56434	39977.81972	41074.51278
55000.0	5.50	45846.33962	44716.47584	44110.37913	42811.75213	44071.07793
60000.0	5.50	48783.20858	47451.74934	46885.58755	45540.61813	46954.42903
3750.0	5.75	4031.60763	4040.58048	3943.16274	3923.75690	3876.57374
4000.0	5.75	4222.25222	4218.76257	4118.10151	4100.04788	4057.57211
4250.0	5.75	4441.26820	4427.15456	4322.92743	4304.00771	4265.03958
4500.0	5.75	4684.99678	4660.79619	4552.49635	4531.74664	4496.44272
4750.0	5.75	4948.09688	4912.92303	4799.39139	4775.83515	4744.57330
5000.0	5.75	5185.10678	5203.31368	5087.84823	5061.50274	5034.92569
5250.0	5.75	5520.24565	5477.98737	5344.07621	5310.75720	5287.63727
5500.0	5.75	5828.99432	5749.14169	5599.49812	5559.28506	5539.56827
5750.0	5.75	6115.32094	6014.65009	5852.28000	5805.50907	5789.37980
6000.0	5.75	6385.02629	6276.10739	6102.75886	6050.02224	6037.70707
6250.0	5.75	6641.30598	6536.17352	6352.64678	6293.94863	6285.37859
6500.0	5.75	6885.53225	6797.35655	6604.02785	6538.72918	6533.54843
7000.0	5.75	7335.20303	7326.84526	7114.48929	7033.61224	7032.24459
7500.0	5.75	7736.45968	7875.73017	7644.70275	7543.93292	7539.68961
8000.0	5.75	8100.54092	8450.73435	8201.30070	8072.67972	8056.31830
8500.0	5.75	8445.30955	9051.36578	8780.16433	8612.52901	8574.08335
9000.0	5.75	8782.75276	9668.61361	9362.68143	9140.65729	9070.79603
9500.0	5.75	9104.10665	10270.35734	9897.14575	9600.84632	9492.37803
10000.0	5.75	9358.51904	10798.48741	10295.59045	9912.47726	9771.35723
10500.0	5.75	9620.34950	11254.45266	10642.83355	10188.09432	10029.51511
11000.0	5.75	9943.45786	11650.89636	10996.83452	10506.62023	10343.51401
11500.0	5.75	10286.04103	12022.41787	11338.17455	10823.64350	10664.19370
12000.0	5.75	10636.81864	12378.46723	11669.18846	11133.72876	10980.89543
12500.0	5.75	10990.23187	12722.86795	11993.84555	11440.25094	11294.94870
13000.0	5.75	11343.70730	13060.15983	12316.24538	11746.93137	11609.99254
13500.0	5.75	11695.94553	13392.40418	12636.71578	12053.64626	11924.64566
14000.0	5.75	12046.72902	13721.57428	12955.96365	12359.86541	12238.36508
14500.0	5.75	12396.48841	14048.87250	13274.45709	12665.94138	12551.66218
15000.0	5.75	12745.88106	14375.15964	13592.62103	12972.19843	12864.90767
15500.0	5.75	13095.28860	14701.08380	13910.91340	13278.69678	13178.23527
16000.0	5.75	13445.35053	15027.28120	14229.69060	13585.81715	13492.15371
16500.0	5.75	13796.40441	15354.14202	14549.31744	13893.73006	13807.21608
17000.0	5.75	14149.92362	15682.43504	14870.50522	14203.39224	14124.08527
20000.0	5.75	16315.14631	17692.61008	16837.60845	16098.17054	16065.54943
25000.0	5.75	20294.01721	21372.36218	20436.64188	19556.60412	19614.72601
30000.0	5.75	25485.07090	26080.43777	25112.23882	24079.52815	24286.37964
35000.0	5.75	31245.99697	31244.24506	30411.55655	29318.16883	29804.08614
40000.0	5.75	35631.15184	35252.11742	34506.61026	33360.43569	34075.80884
45000.0	5.75	39220.60859	38564.20480	37877.94421	36683.51979	37590.37220
50000.0	5.75	42474.00186	41580.50710	40946.31443	39707.46288	40790.63775
55000.0	5.75	45445.27701	44343.77001	43755.97802	42475.95373	43720.74897
60000.0	5.75	48286.33218	46991.50516	46449.16330	45129.23840	46529.46046
3750.0	6.00	4056.75084	4060.79150	3961.42490	3940.34886	3892.11259
4000.0	6.00	4239.15019	4232.38491	4130.49170	4111.62586	4068.72159
4250.0	6.00	4451.70253	4435.27268	4330.28830	4310.96542	4271.80913
4500.0	6.00	4690.13662	4664.08236	4555.40242	4534.52659	4499.12156
4750.0	6.00	4948.67341	4912.43805	4799.06171	4775.66197	4744.33747
5000.0	6.00	5156.49660	5199.06752	5089.12035	5064.45088	5038.28299
5250.0	6.00	5500.16535	5473.76131	5345.10795	5314.09325	5291.60051
5500.0	6.00	5816.37521	5744.94927	5599.65689	5561.85947	5542.90832
5750.0	6.00	6108.78917	6011.05439	5852.25301	5807.89896	5792.56911
6000.0	6.00	6382.33102	6272.06888	6102.18970	6052.06442	6040.58943
6250.0	6.00	6641.56071	6530.84392	6351.33384	6295.68793	6288.20224
6500.0	6.00	6888.14872	6789.26167	6600.76806	6539.38136	6535.59609
7000.0	6.00	7345.32726	7312.19922	7107.14356	7032.02265	7033.34130
7500.0	6.00	7757.12218	7851.11772	7630.46896	7537.76593	7538.20812
8000.0	6.00	8132.48919	8414.32428	8178.13415	8061.34763	8052.04210
8500.0	6.00	8485.33344	9002.18187	8748.73413	8598.20777	8569.32506
9000.0	6.00	8828.46189	9608.71198	9329.60512	9132.25464	9074.16973
9500.0	6.00	9158.14453	10208.56336	9881.46827	9620.03498	9524.74520
10000.0	6.00	9445.87048	10763.12994	10340.35325	9996.40582	9861.94470
10500.0	6.00	9673.54542	11216.24404	10669.60447	10248.36202	10090.08330
11000.0	6.00	9963.52495	11629.20277	11017.10942	10544.66707	10374.26690
11500.0	6.00	10293.99268	12005.80077	11359.69277	10859.40776	10688.18254
12000.0	6.00	10636.32990	12366.08826	11691.82830	11168.91801	11001.62690
12500.0	6.00	10984.54525	12714.40170	12017.52605	11475.05322	11314.15710
13000.0	6.00	11334.97025	13054.24961	12339.67480	11780.12636	11626.61116
13500.0	6.00	11685.69706	13388.30467	12659.77939	12085.04433	11939.28315
14000.0	6.00	12036.05556	13718.64134	12978.86955	12390.41059	12252.24914
14500.0	6.00	12385.91030	14046.75841	13297.26197	12695.86340	12565.05454
15000.0	6.00	12735.61444	14373.62894	13615.48241	13001.62127	12878.21404
15500.0	6.00	13085.52580	14699.98173	13933.84414	13307.93122	13191.59239
16000.0	6.00	13436.08027	15026.46118	14252.70210	13614.92684	13505.95452
16500.0	6.00	13787.79767	15353.50813	14572.48754	13922.87064	13821.33135
17000.0	6.00	14140.88936	15681.57206	14893.33804	14231.96308	14138.00284
20000.0	6.00	16308.55174	17690.62939	16860.07764	16126.26965	16080.94965
25000.0	6.00	20286.73532	21362.90532	20455.01652	19581.78311	19629.89507
30000.0	6.00	25450.67473	26039.91060	25102.18221	24079.44291	24279.86676
35000.0	6.00	31146.36530	31144.43843	30335.06350	29249.95913	29727.29466
40000.0	6.00	35483.52550	35106.71708	34381.63244	33243.94600	33949.15788
45000.0	6.00	39021.34420	38370.00003	37703.27248	36518.40659	37413.65951
50000.0	6.00	42207.62805	41323.57386	40708.51175	39481.51970	40551.41933
55000.0	6.00	45109.97342	44022.29962	43455.15056	42189.82876	43420.11681
60000.0	6.00	48051.72915	46764.78346	46248.69266	44945.42274	46340.13406
65000.0	6.00	57161.08116	54983.41897	53931.51476	52003.42860	53404.20363
70000.0	6.00	60171.07881	57763.78151	56741.95495	54762.31767	56322.82939
75000.0	6.00	63173.53332	60541.69976	59550.41257	57519.15884	59239.21160
80000.0	6.00	66180.62798	63326.86265	62364.91857	60280.86960	62157.17745
85000.0	6.00	69205.08558	66129.72343	65194.21348	63052.64896	65083.62032
90000.0	6.00	72252.40153	68954.47394	68043.05949	65841.26009	68023.00901
100000.0	6.00	78495.95373	74744.11326	73867.97548	71524.64413	73998.28440
3750.0	6.25	4082.37799	4081.96957	3980.74439	3957.79301	3908.31160
4000.0	6.25	4257.00986	4247.27683	4144.17648	4124.40505	4080.97290
4250.0	6.25	4462.87129	4444.39106	4338.65324	4318.86792	4279.47247
4500.0	6.25	4695.86105	4668.31531	4559.28480	4538.24312	4502.72400
4750.0	6.25	4950.27272	4912.81716	4799.40327	4776.04754	4744.63330
5000.0	6.25	5128.09801	5196.86455	5092.53324	5069.18956	5043.33815
5250.0	6.25	5475.68499	5469.18058	5346.10595	5317.26169	5295.38201
5500.0	6.25	5800.71282	5740.84530	5600.45058	5565.13767	5546.94877
5750.0	6.25	6100.54346	6007.80237	5852.88264	5810.99224	5796.44442
6000.0	6.25	6379.24014	6269.04147	6102.48667	6054.86526	6044.19790
6250.0	6.25	6642.03510	6526.86997	6350.69245	6297.82772	6291.28644
6500.0	6.25	6891.44917	6783.35847	6598.82365	6540.81269	6538.25997
7000.0	6.25	7355.12132	7299.85265	7100.62591	7031.07453	7034.78873
7500.0	6.25	7776.09140	7829.87695	7618.15990	7532.82198	7537.56719
8000.0	6.25	8162.10946	8381.24742	8157.28947	8051.31543	8049.07899
8500.0	6.25	8524.38593	8956.69656	8719.27265	8584.22495	8565.26399
9000.0	6.25	8874.82719	9551.30194	9295.32007	9120.10931	9074.89950
9500.0	6.25	9213.88837	10147.05751	9856.91068	9626.41841	9545.89321
10000.0	6.25	9526.03469	10706.49305	10352.72243	10051.27769	9930.85594
10500.0	6.25	9762.18048	11175.76459	10714.51452	10335.57401	10183.75545
11000.0	6.25	10006.30952	11598.98045	11040.42879	10594.01374	10423.85784
11500.0	6.25	10315.65846	11985.19041	11382.80356	10899.56793	10722.53109
12000.0	6.25	10648.58908	12349.16783	11716.33336	11208.52691	11032.59241
12500.0	6.25	10990.25735	12701.66763	12043.00290	11513.92079	11342.34456
13000.0	6.25	11336.34298	13044.54205	12365.16889	11817.54856	11652.04096
13500.0	6.25	11684.55486	13380.87471	12685.06182	12120.88020	11962.47009
14000.0	6.25	12033.66227	13712.79766	13003.89579	12425.00965	12273.83041
14500.0	6.25	12383.14399	14042.06473	13322.26881	12729.61031	12585.89416
15000.0	6.25	12732.96109	14369.83598	13640.55690	13034.88721	12898.65838
15500.0	6.25	13083.39543	14696.87765	13959.10364	13340.97988	13212.17545
16000.0	6.25	13434.56217	15023.91227	14278.22518	13647.87135	13526.68197
16500.0	6.25	13786.83100	15351.38777	14598.24817	13955.82029	13842.20834
17000.0	6.25	14140.75059	15679.80286	14919.51163	14265.21167	14159.41867
20000.0	6.25	16312.30336	17689.35603	16887.42030	16160.21894	16104.73385
25000.0	6.25	20294.62082	21358.12954	20481.97593	19616.23718	19656.45301
30000.0	6.25	25443.61389	26014.75774	25111.53104	24098.70682	24294.26663
35000.0	6.25	31082.16532	31068.05085	30286.87443	29210.73758	29681.60473
40000.0	6.25	35372.61828	34987.17587	34287.26290	33158.32013	33855.36137
45000.0	6.25	38862.06211	38205.02717	37561.88786	36386.52293	37271.90807
50000.0	6.25	42067.51029	41175.86197	40585.20822	39368.21976	40430.54129
55000.0	6.25	44963.58213	43869.14406	43327.47968	42073.43513	43297.63634
60000.0	6.25	47695.07515	46415.95219	45922.25305	44633.75771	46011.71397
3750.0	6.50	4108.47295	4103.97841	4000.93883	3975.84959	3924.86899
4000.0	6.50	4276.06609	4263.57057	4159.25620	4138.43368	4094.34755
4250.0	6.50	4475.15339	4454.77838	4348.25441	4327.91201	4288.21422
4500.0	6.50	4702.51532	4673.67888	4564.26545	4542.99233	4507.32834
4750.0	6.50	4952.54069	4913.99602	4800.49281	4777.12003	4745.60150
5000.0	6.50	5099.54980	5194.54687	5095.89985	5073.75244	5048.13240
5250.0	6.50	5450.33284	5466.94443	5349.60635	5322.77097	5301.44378
5500.0	6.50	5781.98998	5737.20249	5602.07683	5569.26860	5551.79917
5750.0	6.50	6089.90596	6004.90585	5854.33023	5815.02186	5801.32137
6000.0	6.50	6375.06405	6266.81859	6103.76493	6058.66148	6048.86428
6250.0	6.50	6642.79666	6524.65754	6351.55524	6301.32782	6295.68708
6500.0	6.50	6895.76811	6779.80298	6598.46742	6543.42781	6541.98772
7000.0	6.50	7365.91268	7290.96749	7096.67803	7031.45380	7037.20936
7500.0	6.50	7794.59522	7812.47359	7608.01098	7529.69390	7538.35795
8000.0	6.50	8190.01161	8352.70250	8139.59914	8043.00861	8047.31831
8500.0	6.50	8562.01643	8915.72928	8692.79077	8571.67797	8562.40755
9000.0	6.50	8920.74247	9497.75826	9262.11898	9106.91604	9075.02608
9500.0	6.50	9269.22548	10087.10096	9828.12170	9625.81537	9561.95813
10000.0	6.50	9597.32987	10648.39386	10345.25275	10081.71747	9979.66256
10500.0	6.50	9871.96722	11147.59207	10767.18255	10430.82784	10291.73141
11000.0	6.50	10086.40711	11561.56901	11077.62154	10670.26104	10507.74331
11500.0	6.50	10355.80685	11958.61645	11407.46217	10946.65314	10769.91663
12000.0	6.50	10674.77655	12328.90699	11742.62090	11252.17488	11072.22718
12500.0	6.50	11008.73245	12684.37637	12070.15800	11556.98781	11379.17691
13000.0	6.50	11349.81371	13031.17791	12393.15996	11859.73266	11686.50661
13500.0	6.50	11694.25752	13370.01321	12712.95326	12161.63433	11994.31887
14000.0	6.50	12041.20942	13703.94565	13031.53526	12464.23934	12303.69466
14500.0	6.50	12389.67345	14034.74305	13349.89429	12767.85280	12614.50069
15000.0	6.50	12739.22408	14363.61945	13668.22197	13072.56549	12926.62496
15500.0	6.50	13089.80427	14691.61319	13986.99648	13378.31240	13239.84613
16000.0	6.50	13441.46582	15019.36786	14306.42478	13685.21246	13554.32871
16500.0	6.50	13794.57985	15347.54004	14626.89809	13993.27912	13870.35547
17000.0	6.50	14149.23025	15676.54464	14948.51638	14302.70631	14187.81292
20000.0	6.50	16326.60270	17688.26454	16919.37232	16200.14619	16136.58310
25000.0	6.50	20317.41132	21356.93086	20517.08523	19659.91485	19694.09025
30000.0	6.50	25461.43256	26002.13491	25138.04127	24135.99408	24328.56090
35000.0	6.50	31046.43627	31008.08423	30259.96488	29193.59792	29659.64401
40000.0	6.50	35291.29305	34885.77756	34215.61659	33095.92185	33786.21100
45000.0	6.50	38738.95962	38064.65681	37449.56086	36283.99576	37160.85870
50000.0	6.50	41880.37871	40975.96757	40411.64543	39204.96753	40255.77359
55000.0	6.50	44710.87501	43607.97141	43091.49373	41849.08865	43058.71224
60000.0	6.50	47381.26637	46098.07101	45629.38220	44354.21579	45715.72245
65000.0	6.50	56124.56660	53967.00116	52971.21284	51081.71787	52424.63481
70000.0	6.50	58912.42411	56542.57137	55573.37733	53636.16986	55128.63517
75000.0	6.50	61668.61217	59093.78733	58152.48211	56169.64196	57811.55182
80000.0	6.50	64407.32647	61633.10170	60721.28772	58693.94342	60484.50802
85000.0	6.50	67138.48907	64168.23706	63286.02657	61214.26020	63152.87775
90000.0	6.50	69869.77135	66706.77209	65855.06437	63738.16066	65824.13093
100000.0	6.50	75356.81269	71817.24118	71029.44927	68824.28844	71209.89706
3750.0	6.75	4135.06087	4126.76604	4021.91751	3994.35183	3941.56374
4000.0	6.75	4296.38242	4281.24572	4175.68477	4153.63532	4108.72444
4250.0	6.75	4488.62833	4466.41711	4359.04979	4338.04217	4297.94512
4500.0	6.75	4710.28007	4680.23400	4570.35540	4548.74544	4512.86986
4750.0	6.75	4955.70606	4916.38389	4802.87125	4779.49576	4747.88820
5000.0	6.75	5073.42035	5193.18022	5100.31098	5079.03385	5053.59070
5250.0	6.75	5420.54099	5463.84810	5352.46007	5327.30152	5306.38572
5500.0	6.75	5759.92405	5734.15706	5604.69242	5574.26920	5557.50140
5750.0	6.75	6076.30474	6002.23590	5856.45078	5819.79727	5806.93304
6000.0	6.75	6369.26941	6265.27965	6105.93262	6063.42394	6054.49518
6250.0	6.75	6642.55523	6523.17881	6353.07414	6305.40097	6300.62689
6500.0	6.75	6899.95460	6777.67438	6599.08724	6546.82786	6546.34829
7000.0	6.75	7377.21819	7284.51362	7093.70065	7032.43102	7039.87478
7500.0	6.75	7813.05903	7798.27352	7599.55365	7527.17558	7539.14864
8000.0	6.75	8216.75622	8328.47489	8124.15444	8036.32325	8046.52155
8500.0	6.75	8597.63744	8878.89300	8668.83559	8560.12915	8560.09590
9000.0	6.75	8965.16889	9448.50264	9230.79269	9093.56452	9074.56440
9500.0	6.75	9323.42136	10028.80611	9796.37373	9619.42051	9572.45076
10000.0	6.75	9664.37744	10591.09456	10328.75405	10099.25071	10017.12570
10500.0	6.75	9973.28418	11107.86952	10792.80604	10499.29312	10379.89536
11000.0	6.75	10203.85619	11533.93179	11136.14510	10773.86027	10624.26779
11500.0	6.75	10427.57539	11924.02990	11439.19727	11012.60713	10843.92358
12000.0	6.75	10716.80532	12302.74411	11769.24943	11300.45514	11121.56057
12500.0	6.75	11040.60888	12662.91585	12098.68786	11603.93052	11423.88781
13000.0	6.75	11375.01884	13011.92479	12422.06641	11905.70699	11728.59109
13500.0	6.75	11715.51008	13354.77084	12742.86772	12206.99008	12034.44223
14000.0	6.75	12059.46941	13691.06203	13061.42360	12508.18138	12341.56002
14500.0	6.75	12406.01557	14023.62724	13379.53256	12810.47913	12650.72849
15000.0	6.75	12754.68281	14353.92515	13697.98336	13114.40188	12961.57804
15500.0	6.75	13104.98383	14682.97128	14016.82718	13419.62994	13274.20343
16000.0	6.75	13456.92180	15011.71791	14336.61238	13726.27385	13588.56156
16500.0	6.75	13810.56117	15340.67384	14657.51836	14034.38708	13904.60455
17000.0	6.75	14166.06727	15670.39388	14979.67612	14344.15617	14222.40822
20000.0	6.75	16350.23561	17685.57611	16954.57827	16244.72530	16175.11381
25000.0	6.75	20352.76598	21357.15561	20558.28958	19710.88200	19740.48639
30000.0	6.75	25499.96632	25998.39388	25177.81392	24187.84528	24379.09971
35000.0	6.75	31033.86029	30960.44022	30249.92727	29194.56178	29657.45970
40000.0	6.75	35234.61565	34798.32906	34162.19533	33053.14133	33737.83777
45000.0	6.75	38642.42210	37940.57756	37357.71556	36202.31190	37071.68404
50000.0	6.75	41740.58560	40811.58224	40277.84690	39081.94339	40123.13743
55000.0	6.75	44548.60410	43428.18607	42941.82522	41710.52723	42911.49631
60000.0	6.75	47119.30915	45820.03808	45379.08676	44116.30103	45462.53267
3750.0	7.00	4162.12424	4150.25303	4043.55207	4013.08465	3958.11594
4000.0	7.00	4317.94826	4300.24310	4193.37649	4169.86405	4123.92472
4250.0	7.00	4503.48397	4479.43696	4371.13497	4349.32009	4308.71026
4500.0	7.00	4719.20170	4687.97075	4577.57492	4555.56428	4519.44552
4750.0	7.00	4959.72419	4919.77540	4806.22245	4782.79023	4751.07543
5000.0	7.00	5050.21521	5192.03633	5104.89550	5084.42333	5059.14145
5250.0	7.00	5391.52742	5462.44258	5356.98730	5333.30245	5312.74909
